doc_id,label_name,text
doc_005501,Business,"The Scam After the Storm?. After remnants of Hurricane Gaston hit Richmond, Michael Wright's 1999 Honda CR-V sat under water just blocks from his office for three days before a towing company hauled it away."
doc_002925,Sports,"Babson finishes strong to reach NCAA tourney. For the 19th time in the program's history, the Babson College men's soccer team has advanced to the NCAA Division 3 tournament. Coached by Jon Anderson, a member of Babson's first (of three) national championship team in 1975, the Beavers started with a 4-3-1 record but bounced back to win 11 of their last 12 matches, including victories over nationally ..."
doc_000827,World,"Thatcher to go it alone. MARK Thatcher #39;s wife, Diane, is planning to begin a new life in the US and leave her husband to face the coup scandal alone in South Africa."
doc_002229,Business,"XM Satellite convertible debt priced. XM Satellite Radio Holdings Inc. (XMSR.O: Quote, Profile, Research) on Thursday said a  $300 million offering of senior notes convertible into common stock has been priced at  $50 a share."
doc_001807,World,Naples police in huge mafia swoop. Hundreds of carabinieri police are taking part in an operation to crush a wave of mafia killings in Naples.
doc_003823,Business,Stocks Are Seen Off a Touch at Open. US stocks are seen off a touch at the open Wednesday as the price of oil continues to plague investor sentiment.
doc_004768,Business,"Red Cross Calls For More Help For Hurricane Victims. MANCHESTER, NH -- More victims of Hurricane Charley returned to the devastation Friday, Red Cross officials said more help is needed."
doc_003977,Sports,UNDATED: in 1997.. Eddie Griffin scored 23 points and Kevin Garnett had 20 despite a shoulder injury to lift Minnesota over winless New Orleans (0-8).
doc_003422,World,"Sudan Delegations in Nigeria for Peace Talks (Reuters). Reuters - Sudanese Darfur rebels arrived in Nigeria on Sunday ahead of peace talks under the African Union (AU) to resolve a conflict that has killed up to 50,000 and displaced more than a million people."
doc_002567,Business,"US justice dept clears Cingular #39;s AT amp;T deal. NEW YORK: The US justice department on Monday said it approved Cingular Wireless  $41bn plan to buy AT amp;T Wireless Services, creating the countrys biggest mobile provider, but it must sell assets to ensure competition."
doc_001298,Sci/Tech,"Sun, Kodak Look to Future Following Patent Suit Settlement. In lieu of facing a court judgment of possibly more than US $1 billion, Sun Microsystems has agreed to pay  $92 million to settle a long-running patent infringement case with Eastman Kodak."
doc_002998,Sci/Tech,"SBC to offer Internet telephone service (SiliconValley.com). SiliconValley.com - SBC announced consumer tests of its Internet phone service Tuesday in Los Angeles and three other major cities and said it will offer the low-cost, feature-laden plans to all broadband customers in its 13-state territory including California early next year."
doc_002738,Business,Borders 2Q Profits Soar 89 Percent. Borders Group Inc. #39;s second-quarter profits rose 89 percent on stronger-than-anticipated book sales and topped Wall Street #39;s estimates. The company also increased its full-year earnings outlook.
doc_005596,Sports,"Jaguars lose other defensive end for season. JACKSONVILLE, Fla. -- The Jacksonville Jaguars now have lost both starting defensive ends for the season. The Jaguars placed Lionel Barnes on injured reserve Friday with a shoulder injury."
doc_005456,World,Iraq War Crimes Trials to Begin Next Week. Iraq will bring top figures of Saddam Hussein  #39;s ousted regime to court next week for the first time since they appeared before a judge five months
doc_005658,Sports,"<div class='article'>Full story <a href='#'>here</a></div> NCAA Game Summary - Louisville at Miami-Florida. Miami, FL (Sports Network) - Frank Gore scored from one yard out in the final minute to lift the third-ranked Miami Hurricanes to a 41-38 victory over No."
doc_004038,Sci/Tech,"Sun Revisits Its Telecom Roots. Sun Microsystems (Quote, Chart) is going back to its roots with fresh eyes as a key supplier in the telecommunications marketplace."
doc_003276,Business,"Sun Micro Posts Narrower Quarterly Loss. SAN FRANCISCO (Reuters) - Network computer maker Sun  Microsystems Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SUNW.O target=/stocks/quickinfo/fullquote""&gt;SUNW.O&lt;/A&gt; on Thursday posted a narrower  quarterly loss as revenue rose year over year for the second  consecutive quarter after three years of declines, sending  shares slightly higher."
doc_005506,Sports,"Ryder Cup Golf: European Team Leads. The US team has regained some ground against Europe on the second day of the Ryder Cup golf competition outside Detroit, Michigan."
doc_001094,Sci/Tech,"SCO Slides Again. Picking on SCO Group (Nasdaq: SCOX) is really too easy. Unfortunately, it #39;s also necessary, if only as an ongoing cautionary tale for Foolish investors."
doc_003676,Business,"Wall Street Seen Climbing. LONDON (Reuters) - Wall Street was expected to rise on  Tuesday as easing crude oil prices soothed fears of a squeeze  on earnings and on a thin corporate menu investors will be able  to chew over results from food group H.J. Heinz Co &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HNZ.N target=/stocks/quickinfo/fullquote""&gt;HNZ.N&lt;/A&gt;."
doc_005730,Business,US   and   EU   put   air   dispute   on   hold.   Washington   and   Brussels   say   they   will   not   escalate   a   dispute   over   subsidies   to   Boeing   and   Airbus.
doc_005972,Business,"ASEAN recognizes China as market economy (AFP). AFP - The Association of Southeast Asian Nations (ASEAN) has recognised China as a full market economy, Chinese state press reported following a meeting of ASEAN finance ministers in Indonesia."
doc_000622,Sci/Tech,"AMD Releases New Mobile Sempron. Advanced Micro Devices #39; new Mobile Sempron processor gives the company a fresh chip for the holiday season, but it probably won #39;t help it overcome the solid advantage that rival Intel holds in the notebook market."
doc_003804,World,"Afghan warlords 'threaten poll'. Afghan warlords are involved in intimidation which could threaten October's elections, Human Rights Watch says."
doc_002899,Business,"Barclays seeks majority stake in S.Africa #39;s Absa. Britain #39;s Barclays signaled a return to retail banking in South Africa after 18 years #39; absence, saying it was in talks to buy a majority of the country #39;s biggest retail lender Absa."
doc_004530,Sci/Tech,Pentagon's  $20bn war internet will 'cure world hunger'. Rumsfeld rubs it in: it's the revenge of the drone class
doc_003539,Sports,Boston Red Sox Team Report - September 1. (Sports Network) - The red-hot Boston Red Sox hope to continue rolling as they continue their three-game set with the Anaheim Angels this evening at Fenway Park.
doc_000804,Sci/Tech,"<div class='article'>Full story <a href='#'>here</a></div> Sean OKeefe Departs. When Sean OKeefe was named NASA Administrator about three years ago, he had already had experience with fixing troubled organizations."
doc_001030,World,"NATO Troops Wound, Arrest Serb War Crimes Fugitive. SARAJEVO (Reuters) - NATO-led troops injured a Bosnian Serb  war crimes suspect in a shootout Tuesday after he resisted  arrest and opened fire on them, the peace force said."
doc_000587,Sports,Agassi knocked out in surprising semifinal. The top-seeded Agassi was eliminated in the semifinals of the Legg Mason Tennis Classic on Saturday in Washington by unseeded Gilles Muller.
doc_004686,Business,The Fall-Out from Vioxx. Pharmaceutical giant Merck  amp; Co. chose to go on the offensive and voluntarily withdraw its arthritis drug Vioxx from the market Thursday.
doc_002256,World,"Twenty-one die as  #39;petrol bus #39; explodes after collision. Twenty-one Iraqis were killed when a bus carrying petrol exploded in a fireball after colliding with a car north-east of Baghdad, a hospital official said today."
doc_003137,Sports,JONES SUES CONTE FOR  $32 MILLION. US sprint star Marion Jones has filed a  $US 25 million ( $AUD 32.7 million) defamation lawsuit against accused steroid peddler Victor Conte saying he has sullied her reputation by making false claims she used banned performance enhancing drugs. The companyÃ¢â‚¬â„¢s profits rose
doc_002011,Sports,Federer wins Tennis Masters Cup opener. SPORTS NETWORK - World No. 1 Swiss Roger Federer got past eighth-seeded Argentine Gaston Gaudio in straight sets in Monday #39;s opening round-robin match at the  $3.
doc_005392,Sports,"Plenty of Tickets Remain. Howard's 0-2 start and the threat of rain from Hurricane Ivan have slowed ticket sales for Saturday's Prince George's Classic at FedEx Field, organizers said Tuesday."
doc_000593,Business,"Bonds tumble on rise in inflation estimate. MUMBAI, OCTOBER 26: Government bonds fell across the board, mainly in the short to medium tenures on a knee-jerk reaction to the raising of the inflation estimate to 6.5 per cent and a 0.25 per cent hike in the repo rate to 4.75 per cent by the Reserve"
doc_005260,Business,Forex: Dollar Falls After Fed Rate Hike. NEW YORK (Reuters) - The dollar extended its losses on  Tuesday after the Federal Reserve raised interest rates as  expected but signaled that both inflation and inflation  expectations were easing.
doc_004593,Sci/Tech,"HD-DVD Sticks It To Blu-Ray......again. Toshiba has hammered another nail in the Blu-Ray coffin, by announcing a dual layer HD-DVD and DVD disc. This means that studios will be able to sell discs that have the DVD version on one side and the HD-DVD"
doc_001947,Sports,"SPORTS BRIEFS. Top-seeded Andre Agassi beat Spain #39;s Fernando Verdasco 7-6 (4), 6-2 yesterday to reach the Stockholm Open semifinals for the first time."
doc_005173,Sports,"Vargas valiant in loss. ATHENS -- The tears rolled down the bruised cheek of Devin Vargas last night. They were not there because his injured left knee was throbbing, although it was. Vargas cried for a dream, and a fight, lost."
doc_005742,Sports,"Sun King is out with a begging bowl now. London, September 5: Heaping ridicule on the Indian team, thrashed by a resurgent home side in the first two Natwest Challenge matches, former England captain Mike Atherton has said Sun King Sourav Ganguly has now been reduced to pauper status."
doc_003469,Sci/Tech,"IBM Settles Part of Giant Pension Lawsuit (Reuters). Reuters - International Business Machines Corp.  has settled for an undisclosed sum part of a potentially multi-billion-dollar lawsuit over its pension plan, a Wednesday court filing shows."
doc_004513,Business,"Tired pair join to take on Wal-Mart. UNTIL yesterday Wal-Mart virtually owned copyright on the term biggest in the world, when applied to retailers. But retailers Sears and Kmart have formed a shopping behemoth worth  $11 billion (5.9"
doc_000756,Business,"Drop in Oil Nudges Shares Higher on a Quiet Trading Day. Stocks rallied in quiet trading, as oil prices fell for a fourth consecutive day and a pair of government reports gave a mixed picture of the economy."
doc_004322,Sports,"Valencia scorer Vicente out with ankle sprain. Valencia, Spain (Sports Network) - Valencia winger Vicente Rodriguez will be out for at least two weeks after spraining his ankle Wednesday."
doc_000757,Business,"IBM to sell computer unit, in talks with China #39;s Lenovo. NEW YORK, New York, United States of America -- International Business Machines (IBM) Corp has put its computer business up for sale, the New York Times said Friday, quoting people close to negotiations."
doc_003132,Business,"Deere's Color Is Green. With big tractors, big sales, and big earnings, Deere's hoeing a profitable row."
doc_000599,Sci/Tech,"Infineon execs get jail time in price-fixing case. Four senior executives of German chipmaker Infineon agreed to jail time and steep fines for their role in a scheme to fix prices in the memory chip market, the US Department of Justice said Thursday."
doc_001384,Sports,"Kenyon slams  #39;weak #39; FA over Mutu ban. Chelsea chief executive Peter Kenyon has criticised the seven-month ban handed out to Adrian Mutu, claiming the FA had shown themselves to be  #39;weak over the issue of drugs #39;."
doc_000443,Sports,"NBA suspends nine players, Artest for rest of season. NBA on Sunday suspended nine players for involving in a melee during Friday #39;s game between Detorit Pistons and Indiana Pacers, with Ron Artest suspended for the rest of the season, 73 games."
doc_004390,Business,"Rising Costs Cut Cott #39;s Drink Profit. Cott Corp. (BCB.TO: Quote, Profile, Research) (COT.N: Quote, Profile, Research) , the world #39;s largest maker of store brand drinks, reported a 14 percent fall in third-quarter earnings and"
doc_000358,Sci/Tech,One in Four Bird Species May Die Out This Century. By the end of the century one in 10 species of birds in the world will be extinct and a further 15 percent will be on the brink of extinction.
doc_005345,World,Hard-Line Serbian Defends Milosevic. Slobodan Milosevic angrily refused to work with two court-appointed lawyers Tuesday as they called the first witness in his war crimes defense case - an elderly Serbian nationalist who taught the ex-Yugoslav leader law and advised the wartime Serbian
doc_003834,Business,"Rivals line up to take on iPod. PALO ALTO, Calif. -- Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl's eyes light up and she pulls her mother into an Apple Computer Inc. retail shop."
doc_002338,Sports,
doc_000998,Business,"Westpac just gets stronger. WESTPAC said yesterday it was on track with its plans for the first two months of 2005 and expected to deliver strong full-year results, despite intensifying competition."
doc_005467,Sports,"Renteria signing a top-shelf deal. Red Sox general manager Theo Epstein acknowledged Edgar Renteria was more a luxury for the 2005 Red Sox than a necessity. But there's nothing wrong with getting the keys to a BMW, and that's what the four-time All-Star and two-time Gold Glover is in the eyes of the Red Sox."
doc_005111,Sports,"Shaq debuts in Miami win over New Jersey. Dwyane Wade paced a balanced attack with 21 points and Shaquille O #39;Neal added 16 in his Heat debut, leading Miami to an easy 100-77 win over the New Jersey Nets at the Meadowlands Wednesday (Thursday in Manila)."
doc_002289,Sci/Tech,"Theater: An unfortunate debut for Spacey. LONDON  quot;Cloaca, quot; apparently, is the Latin word for  quot;sewer, quot; which might seem a strange image with which to launch a new theatrical regime."
doc_005347,World,"Soccer Club to Be Charged With Murder. Police plan to file murder charges against Sao Caetano club officials for the death of defenseman Serginho, who collapsed on the field and died of heart failure last month."
doc_002107,Sports,"Nicol's worth to be determined. The Los Angeles Galaxy recently fired coach Sigi Schmid while the team was in first place. Last week, newly founded Chivas USA went across the country to hire Thomas Rongen. The moves were not totally unrelated. They created controversy and stimulated interest, which is bound to increase as the teams will be sharing the Home Depot Center as their home ..."
doc_003698,Sports,"Hanging Up The Helmet: NASCAR Legend To Retire. It only seemed fitting that Rusty Wallace would announce his coming retirement at Daytona Speedway. After all, that #39;s where Wallace #39;s friend and competitor Dale Earnhardt lost his life in a 2001 accident."
doc_002351,Sci/Tech,"Report: U.S. cybersecurity chief resigns. WASHINGTON - The head of cybersecurity efforts at the U.S. Department of Homeland Security (DHS) has reportedly resigned this week, leaving his job after giving a one-day notice."
doc_000661,Sci/Tech,"Ubisoft Ships Prince of Persia: Warrior Within. SAN FRANCISCO, CA - December 2, 2004 -bisoft, one of the worlds leading video game publishers, today announced that Prince of Persia: Warrior Within is now available on store shelves for the PlayStation2 computer entertainment system, Xbox"
doc_002961,Sports,"Braves have a Schuerthing. This isn #39;t good news for the Phillies, who thought they had beefed up their pitching staff, or for the Marlins, who felt their offense gave them an edge."
doc_004639,Sci/Tech,"Pay music services have limits. Consumers may not be getting what they think when they pay to download music. After years of resisting the inevitable, the music industry has responded to the music download phenomenon by offering music in digital formats through online stores."
doc_003273,World,"UN Report On African Economies Calls for Boost to Manufacturing &lt;b&gt;...&lt;/b&gt;. Africa is starting to enjoy economic growth again after years of dismal statistics, but to cut poverty and be more competitive its countries must invest more in manufacturing and improve their export performance, a major United Nations report on the"
doc_000191,Sports,Knicks #39; new look looking good. Already there are tales of Stephon Marbury and Jamal Crawford finishing each other #39;s sentences. The energetic backcourt tandem officially began trading phone calls when Это предложение на русском языке.
doc_000893,Sports,"Carolina, Clemson fans square off in annual gift of life #39; &lt;b&gt;...&lt;/b&gt;. CORDOVA - Collegiate loyalties run deep, and there #39;s no school rivalry any more intense than the one between the Clemson University Tigers and the University of South Carolina Gamecocks, whose fans are even willing to bleed for their teams."
doc_005224,Sci/Tech,
doc_004220,Sports,European Soccer to Investigate Racism (AP). AP - European soccer authorities opened an investigation into racist abuse by Spanish fans at this week's Champions League game.
doc_002740,World,"Sharon steps up efforts to form national unity govt. JERUSALEM: Israeli Prime Minister Ariel Sharon stepped up efforts on Friday to overcome resistance in the ranks of his right-wing Likud party to an enlarged government coalition with the centre-left Labour, ahead of a decisive party meeting."
doc_000321,Sci/Tech,Search Engine Forums Spotlight. Links to this week's topics from search engine forums across the web: New MSN Search Goes LIVE in Beta - Microsoft To Launch New Search Engine - Google Launches 'Google Advertising Professionals' - Organic vs Paid Traffic ROI? - Making Money With AdWords? - Link Building 101
doc_001055,World,Ferdinand to repay Ferguson debt of honour (AFP). AFP - Rio Ferdinand plans to repay a debt of honour to Manchester United manager Sir Alex Ferguson for standing by him when he returns from his eight month ban for missing a drugs test against Liverpool on Monday.
doc_000197,Sports,"Venus, Roddick ousted from Olympics. Athens, Greece, Aug. 18 (UPI) -- Americans Andy Roddick and Venus Williams were shockingly eliminated in the third round of the Olympic tennis tournament Wednesday."
doc_005631,World,"Two American GIs Die in Afghanistan Blast. KABUL, Afghanistan - A bomb killed two American soldiers and wounded three others in southern Afghanistan, the U.S. military said Saturday, and an attack in an eastern province killed three children and two others on the first day of the Islamic holy month of Ramadan..."
doc_003935,Sports,"Players feel they have solution. Toronto Sun. They #39;re whistling a new tune in the lockout trenches, not quite the Hockey Night In Canada theme, but more pleasant to the ears than three months of bombast."
doc_004994,Business,"CORRECTED - IMF says loosening of yuan in China #39;s interest. In WASHINGTON story headlined  quot;IMF says loosening of yuan in China #39;s interest quot; please read in first paragraph ... undervalued ... instead of ... overvalued ... (corrects direction). WASHINGTON, Aug 25 (Reuters"
doc_004893,Sci/Tech,"Water And Methane Find Points To Life On Mars?. The European Space Agency #39;s probe, Mars Express, may have found new evidence that points to the possibility of present life on Mars."
doc_000256,Sports,"   
	  "
doc_003656,Business,"Oil Prices Fall as Concerns About Supply Begin to Ease. Oil prices fell to a four-week low yesterday, briefly dropping below  $50 a barrel, as traders grew less concerned about possible threats to supplies."
doc_005280,World,Bomb threat jet given all-clear. A Greek Olympic Airlines flight is allowed to fly again after a bomb threat diverted it to a British airport.
doc_002621,Business,"Air traffic seen recovering steadily. Air traffic is seen increasing steadily worldwide in 2004, the International Air Transport Association said Wednesday. Passenger traffic for 2004 is expected to increase by 11 percent from a year ago, the"
doc_002922,Sports,<p>Breaking: markets react to <b>Fed decision</b>.</p> England cricketers head for Zimbabwe. The tour is going ahead after a ban on several British journalists was lifted but the first of five one-day matches had to be called off.
doc_005430,World,"Bush Has a Plan to Create Jobs (AP). AP - Hiring is picking up and President Bush is on track to preside over job growth in his second term, shedding the Herbert Hoover label of being the first president since the Great Depression to lose jobs under his watch. âœ“ Confirmed: â€œofficialâ€ sources say"
doc_002418,Sci/Tech,"Update: Arrest made in Cisco source code theft. Police in the U.K. have arrested a man in connection with the theft of source code from networking equipment maker Cisco Systems Inc. in May, a Scotland Yard spokeswoman confirmed Friday. Это предложение на русском языке."
doc_002645,Sports,"Henne displays true leadership under pressure in winning drive. He had come this far, from high school senior to Michigan #39;s starting quarterback in the blink of a few months, sheesh, what was another 87 yards to validation?"
doc_000246,Sci/Tech,"Stowers Expansion Hinges On Stem Cell Research. KANSAS CITY, Mo. -- The Stowers Institute of Medical Research will not build its second center in Missouri if the state outlaws stem cell research, Stowers president William Neaves said Friday."
doc_001213,Sports,Peru Striker Pizarro Gives Bayern Victory Over Leader Wolfsburg. Peru striker Claudio Pizarro scored twice in the first half as Bayern Munich beat Bundesliga leader Wolfsburg 2-0 yesterday to move within a point.
doc_003331,Business,"Canceled checks, float soon to disappear. Every night, millions of cashed checks fly around the country, headed for their home bank. Starting in October, technology will start to ground many of those flights."
doc_005350,World,"Ex-Kosovo rebels face first war crimes trial. AMSTERDAM -- The first international war crimes trial of Kosovo Albanians began yesterday, with three former rebels accused of abducting and killing suspected collaborators and Serb civilians during the 1998-to-'99 conflict."
doc_002971,Sports,Peirsol Breaks Own World Mark in 200 Back. INDIANAPOLIS - Aaron Peirsol of the United States lowered his own world record in the 200-meter backstroke at the Short Course World Championships on Monday night.
doc_001037,World,
doc_000471,Business,"Fannie Mae Execs, Regulator Square Off (Reuters). Reuters - Fannie Mae executives and their regulator squared off on Wednesday, with executives denying any accounting irregularity and the regulator saying the housing finance company's management may need to go. The companyÃ¢â‚¬â„¢s profits rose"
doc_004245,Business,"UTC raises its offer for Kidde and gets closer to 1.4bn deal. Kidde moved a step closer yesterday to being bought by America #39;s United Technologies, which increased its offer for the UK fire extinguisher maker to 1.39bn."
doc_000759,Sports,"Quinn relieved that goalie Ed Belfour #39;s back surgery was deemed a &lt;b&gt;...&lt;/b&gt;. TORONTO (CP) - Maple Leafs goaltender Ed Belfour is expected to make a complete recovery following back surgery Thursday, says GM John Ferguson."
doc_004647,World,"Iraqi Troops Raid Baghdad Mosque, 17 Detained. BAGHDAD (Reuters) - Hundreds of Iraqi troops backed by U.S.  forces stormed a Sunni Muslim mosque in Baghdad after Friday  prayers, killing four people and wounding at least nine,  witnesses and an influential group of Sunni clerics said."
doc_001042,Business,"Pathmark may look for buyer. Pathmark Stores, which owns 142 supermarkets in the city and throughout the northeast, hired Dresdner Kleinwort Wasserstein to advise it on options, including a possible sale of the company."
doc_003946,World,"Typhoon Meari Passing Through Japan #39;s Northern Tohoku Area. Typhoon Meari, the eighth tropical cyclone to reach Japan this year, is passing through the northern Tohoku area at 60 kilometers (37 miles) an hour toward the Pacific Ocean with a maximum wind of 83 kilometers an hour."
doc_002666,Business,"Brown has no room for giveaways. The Chancellor has faced bad news on government tax revenues and borrowing so far this year - too little tax revenue, too much borrowing."
doc_002634,Sports,"St. Louis Rams. SEATTLE (Ticker) -- The Seattle Seahawks finished two games behind the St. Louis Rams in the NFC West last season. But with a victory over the Rams on Sunday at Qwest Field, the Seahawks will take complete control of the division."
doc_000851,World,"Colombian militia leader dead. Bogota, Colombia - The leader of a paramilitary faction involved in peace talks with the government may be among five paramilitary members killed in an ambush on Monday, authorities said."
doc_002246,Sports,Cropp Not Shaken by MLB #39;s Reaction. WASHINGTON - DC Council Chair Linda Cropp isn #39;t shaken by Major League Baseball calling the DC Council #39;s measure requiring 50 percent private financing for a new stadium  quot;wholly unacceptable.
doc_003588,World,"Voters Begin Casting Early Ballots in Florida. With memories of 2000 and its bitter fight over ballots still fresh, citizens began casting votes in the pivotal swing state."
doc_002809,World,"Blair Battles Own Political Party on UK Iraq Policy. Description: NPR #39;s Alex Chadwick talks to Colin Brown, deputy political editor for the United Kingdom #39;s Independent newspaper, currently covering the British Labour Party Conference."
doc_002730,World,"Insurgents kill 23 Iraqis countrywide. Guerrillas have shot dead 17 Iraqis working for US forces north of Baghdad and killed six other people, including three Iraqi National Guards, taking the toll from three days of violence to more than 70."
doc_001364,Sci/Tech,"Analysts See More U.S. Newspaper Consolidation Ahead (Reuters). Reuters - A wave of consolidation in the U.S. newspaper industry could be on the way as publishers grapple with a maturing industry that faces stiff competition from television and the Internet, publishing experts say. The companyÃ¢â‚¬â„¢s profits rose"
doc_005069,Sci/Tech,Sun Microsystems Narrows 1Q Loss (AP). AP - Sun Microsystems Inc. returned to a loss in its fiscal first quarter as the server and software maker paid for its recent restructuring efforts and a settlement with Eastman Kodak Co.
doc_003160,Business,"Blue Chips Fall on Oil, Apple Lifts Techs. NEW YORK (Reuters) - U.S. blue-chip stocks fell on Monday  as oil prices nudged higher and as drug maker Pfizer Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PFE.N target=/stocks/quickinfo/fullquote""&gt;PFE.N&lt;/A&gt; and aluminum producer Alcoa Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AA.N target=/stocks/quickinfo/fullquote""&gt;AA.N&lt;/A&gt; were hit by  broker downgrades."
doc_000891,Sci/Tech,Q A: Cognos CEO calls business intelligence ROI a 'fuzzy' metric. Cognos CEO Rob Ashe says companies are demanding a more tangible means of measuring the return on their business intelligence investment.
doc_000273,World,"Reports: Blasts Rock Madrid Gas Stations. MADRID, Spain - Spanish media are reporting that at least one explosion -- and possibly as many as four blasts -- have gone off in Madrid following a warning from a Basque (search) group."
doc_004341,Sci/Tech,"Thunderbird 1.0 Takes Wing. Yesterday, Mozilla launched version 1.0 of its Thunderbird e-mail client for Windows, Linux, and Mac OS X in the hopes of winning over converts much like its browser cousin Firefox is doing in the browser space."
doc_001715,World,Berlusconi Ally Gets 9-Year Prison Term for Links to Mafia. An Italian court has sentenced a close political ally of Prime Minister Silvio Berlusconi to nine years in prison for working with the mafia.
doc_003751,Business,"IATA Says Airline Fuel Bill Up USD $10 Billion. The global airline industry stands to incur losses of between USD $3 billion and USD $4 billion this year as surging oil prices wipe out any hope of profit created by rising passenger traffic, the International Air Transport Association said on Monday."
doc_002987,Sports,"Cricket: Sri Lanka says ICC ruling buries Muralitharan controversy. COLOMBO : Sri Lanka #39;s cricket governing body welcomed the new bowling rules of the International Cricket Council (ICC), saying the decision will finally end the controversy over Muttiah Muralitharan #39;s action."
doc_005811,Sci/Tech,"Cassini Close-Up on Titan. NASA #39;S Cassini space-probe has sent back some stunning images from its close encounter with Titan, one of the moon #39;s of the giant ringed planet Saturn."
doc_002856,Sci/Tech,"Thunderbird 1.0 Takes Aim At Microsoft #39;s Outlook Express. Following the launch of its Firefox browser, Mozilla delivers an E-mail client. A calendaring application may be next. By John Foley."
doc_001414,World,"Surge of Baghdad Violence Leaves 59 Dead (AP). AP - Insurgents hammered central Baghdad on Sunday with one of their most intense mortar and rocket barrages ever in the heart of the capital, heralding a day of violence that killed nearly 60 people nationwide as security appeared to spiral out of control."
doc_000099,Business,"Nikkei Up as Economic Optimism Grows. TOKYO (Reuters) - Japan's Nikkei average rose 0.39 percent  by midsession on Friday, bolstered by solid gains in stocks  dependent on domestic business such as Kao Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=4452.T target=/stocks/quickinfo/fullquote""&gt;4452.T&lt;/A&gt;."
doc_002889,Business,"A Fool Looks Back. Chips, soda, release dates, and interest rates -- all had more than a bit part to play in the market's theatrical production this past week."
doc_004649,World,News in brief. Up to 40 suspected Islamist militants have been killed by Pakistani troops hunting al-Qaeda fighters close to the Afghan border. Several militant hideouts were also destroyed in the western region of South
doc_004463,Sports,"Report: Bonds Admitted to Using Substances (AP). AP - Baseball player Barry Bonds told a federal grand jury that he used a clear substance and a cream given to him by a trainer who was indicted in a steroid-distribution ring but denied knowing they were steroids, according to a report published Friday."
doc_000335,Sci/Tech,"Russian Cosmonaut to Travel With the Next Space Station Crew. A Russian cosmonaut will travel to the International Space Station with the outpost #39;s next two-man crew when it launches aboard a Russian Soyuz spacecraft next month, the National Aeronautics and Space Administration said."
doc_005914,World,Former Swift Boat Commander Backs Kerry on Vietnam (Reuters). Reuters - A journalist who commanded a boat alongside John Kerry in Vietnam broke a 35-year silence on Saturday and defended the Democratic presidential candidate against Republican critics of his military service and integrity.
doc_001121,World,"Suicide bombing in Jerusalem kills 1. A female suicide bomber set off a blast Wednesday in the French Hill section of Jerusalem killing one person, police and emergency services said."
doc_005774,Sci/Tech,#39;Morning Edition #39; Returns: Webster #39;s Most Wanted. Description: The most requested word on Merriam-Webster #39;s Web site isn #39;t in the dictionary yet. The word is blog. It will be in the next edition.
doc_000040,Sports,"Lions WR Roy Williams misses game in Dallas. Detroit Lions receiver Roy Williams missed Sunday #39;s game against the Dallas Cowboys because of an ankle injury. Williams leads the Lions with 24 catches for 362 yards and five touchdowns, having taken over"
doc_003737,Sports,"Fiedler Beats Out Feeley As Dolphins' QB (AP). AP - Jay Fiedler was named Miami's starting quarterback for the fifth consecutive season Tuesday, beating out A.J. Feeley after a six-month competition."
doc_002040,Business,Countering the Harmony offer for Gold Fields. JOHANNESBURG (Mineweb.com) --While the dust is still settling lets take a look at some of the arguments Gold Fields might start putting up to persuade its shareholders of the poverty of the Harmony bid.
doc_002641,Business,Public Officials Question Bank Of America Job Cuts. Rhode Island Gov. Don Carcieri has joined a chorus of public officials questioning whether Bank of America broke commitments by ordering job cuts after its acquisition of FleetBoston Financial Corp.
doc_003373,Business,"J.C. Penney Third-Quarter Profit Rises. CHICAGO (Reuters) - Department store operator J.C. Penney  Co. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JCP.N target=/stocks/quickinfo/fullquote""&gt;JCP.N&lt;/A&gt; posted higher third-quarter profit on Tuesday,  helped by stronger sales and fewer markdowns. The companyÃ¢â‚¬â„¢s profits rose"
doc_005444,Sports,"Red Sox tickets climbing again. The World Series champion Boston Red Sox raised their ticket prices by an average of 7 percent for next year, the team announced Monday as it released its schedule for the 2005 season."
doc_004461,Sci/Tech,"Hubble Peers Inside a Celestial Geode. Hubble Space Telescope -- In this unusual image, NASA's Hubble Space Telescope captures a rare view of the celestial equivalent of a geode  a gas cavity carved by the stellar wind and intense ultraviolet radiation from a hot young star.    Real geodes are baseball-sized, hollow rocks that start out as bubbles in volcanic or sedimentary rock..."
doc_002639,Sci/Tech,"Medical Records May Go Online (PC World). PC World - Health industry, tech firms, government agencies might collaborate to  build a secure database of patient records."
doc_000919,World,Israel Urged to Limit Military Response (AP). AP - The State Department called on Israel Friday to limit its military response to a rocket attack by Hamas that killed two small Israeli children.
doc_004380,Business,"Analyst boosts retailer #39;s rating to  #39;buy #39;. NEW YORK (CBS.MW) -- Bank of America Monday upgraded Wal-Mart, citing valuation and its belief that higher energy costs have no negative surprise factor for the retailing behemoth."
