doc_id,label_name,clean_text,char_len,detected_language,had_html,had_encoding_issue,was_mixed_language
doc_004633,Sports,"NBA Roundup: Sonics fly high again in Philly. PHILADELPHIA - Wide open or contested, the Seattle SuperSonics hit three-pointers from all over the court. Ray Allen scored a season-high 37 points, Rashard Lewis had 21 and Vladimir Radmanovic added 20, leading",257,en,False,False,False
doc_001814,Sports,"Ricky's world. Ricky Davis wants a do-over. With his Cleveland Cavaliers near the end of a 17-win season and enjoying a rare blowout victory over visiting Utah on March 16, 2003, Davis did the unthinkable for basketball purists. He deliberately missed a shot at his own basket to pad his rebounding statistics in an attempt to record his #64257; rst career triple-double.",371,en,False,False,False
doc_005583,Sci/Tech,"Report: IT Salaries Show Upward Trend, Outsourcing Overblown. The lid on IT salaries is beginning to lift, and IT specialists should see gains of as much as 10 to 15 percent over the next three years, according to a new IT staff salaries study by the META Group.",262,en,False,False,False
doc_000867,World,Pinochet charged with murder. A Chilean judge has formally charged former dictator Augusto Pinochet with murder and kidnapping in one of many pending cases related to human rights abuses during his 17-year rule.,211,en,False,False,False
doc_000611,Sci/Tech,"WWF Calls for Ban in Trade of Great White Sharks (Reuters). Reuters - A leading environmental group called Friday for protection for the great white shark and humphead wrasse coral fish, whose numbers have plunged because of overfishing and China's growing appetite for exotic foods.",283,en,False,False,False
doc_000905,Business,Update 1: Proposed Bailout of Trump Casinos Shelved. Donald J. Trump may have a new project for his apprentices - helping him try to figure out how to take his troubled casino company private after a proposed bailout fell through.,230,en,False,False,False
doc_002472,Business,"Corporate directors seek tax break, say fees not #39;employment ... . TORONTO (CP) - Members of corporate boards act as independent professionals, not employees, and this should be reflected in the taxation of their fees, a group representing directors says.",258,en,False,True,False
doc_001233,Business,"British Airways workers plan to strike for 24 hours during the August Bank Holiday weekend unless a pay row is settled, the GMB union said.",139,en,False,False,True
doc_004051,Business,Merck heads to Capitol Hill. BOSTON (CBS.MW) -- Pharmaceutical behemoth Merck heads to Capitol Hill Thursday to testify at a Senate hearing on whether the government should have forced the drugmaker to withdraw its Vioxx drug from the market before late September.,264,en,False,False,False
doc_000997,Sci/Tech,Search upstart launches site with sights set on Google. Online search engine upstart Vivisimo is setting out to convince the masses that Google #39;s vaunted technology isn #39;t the most efficient way to find things on the Internet.,233,en,False,False,False
doc_004115,Business,"Thomson to Sell Media Unit to Investcorp for $350 Mln (Update3). Thomson Corp., owner of the Westlaw legal-research and First Call financial data services, is selling 54 business publications including the Bond Buyer and American Banker for $350 million to buyout firm Investcorp SA.",283,en,False,False,False
doc_001416,Sports,"Twins shrug off #39;David vs. NEW YORK -- The David and Goliath storyline is not holding up for Game 1 of this American League Division Series. True, when the Minnesota Twins play the New York Yankees it is a one-sided match from the standpoint",244,en,False,False,True
doc_001028,Business,Xstrata threatens to pull offer. Xstrata yesterday threatened to withdraw its hostile 2.9 billion takeover offer for WMC if the Australian miner indicated it would dilute value by paying out up to A $1 billion in cash to shareholders.,234,en,False,False,False
doc_005323,Sports,AGASSI BACK ON TRACK. Top seed Andre Agassi began the quest for his second title of year with a comfortable victory in the first round of the Stockholm Open.,157,en,False,False,False
doc_000573,World,"Privacy Act, Order Shielded U.S. CIA analyst Charles A. Duelfer's report on Iraq's weapons programs included lists of governments, political parties, companies and individuals from at least 44 nations who received vouchers to buy oil -- both legally and otherwise -- from the Iraqi government during Saddam Hussein's reign.",323,en,False,False,True
doc_004606,Sci/Tech,"Gates', Ballmer's pay holding around $900,000. Paychecks stay the same for the top two, but compensation changes for other Microsoft workers as stock grants replace options.",173,en,False,False,False
doc_004917,Sports,"Lions, critics silenced as Packers finally get win. DETROIT - By winning Sunday, the Green Bay Packers weathered the toughest week of the Mike Sherman era and probably the most trying week this franchise has seen in more than a decade.",235,en,False,False,False
doc_003849,Sci/Tech,"Microsoft Warns on Spyware's Impact on Update. By ALLISON LINN SEATTLE (AP) -- Though Microsoft Corp.'s new security update package is all about protecting systems from worms, viruses and spyware, it can't do much about what's already on computers - and that could pose a problem. The company is warning users of the Windows XP operating system to check for spyware before downloading the free massive security update, called Service Pack 2...",443,en,False,False,False
doc_001676,Business,"Oil Prices Extend Gains Above #36;41/barrel (Reuters). Reuters - Oil prices extended gains above #36;41 a barrel on Tuesday on forecasts of colder temperatures in the U.S. Northeast, a supply cut by top OPEC producer Saudi Arabia and disruptions to Iraqi crude exports.",269,en,False,False,False
doc_003999,Sci/Tech,"SAN JOSE, Calif.--When Sun Microsystems releases Solaris as open-source software, it plans to provide legal protection from patent-infringement suits to outsiders using or developing the operating system--one of several ways Sun hopes to make Solaris more",255,en,False,False,True
doc_002451,Sci/Tech,Vendors look to tame DRM standards with Coral. LONDON - Six large technology and music companies announced Monday they have banded together in an attempt to bring some interoperability to the DRM (digital rights management) systems protecting digital content such as music and movies within the next nine months.,312,en,False,False,False
doc_003279,Business,"SunTrust Expects to Restate (Reuters). , the No. bank, on Monday said it put two senior finance executives on paid leave, and expects to restate first- and second-quarter profit higher as it fixes errors in how it accounts for loan losses.",239,en,False,False,True
doc_003190,Sports,Liverpool reject ground sharing with Everton. LIVERPOOL have denied reports yesterday that they would consider sharing their new stadium with rivals Everton. It had been reported that the two clubs would meet with government officials to discuss the controversial subject of sharing a ground.,292,en,False,False,False
doc_004384,Business,Dollar Edges Down on Doubts Over Fed. TOKYO (Reuters) - The dollar edged down on Friday after soft U.S. manufacturing data fueled the view that the Federal Reserve may slow or even temporarily halt its tightening campaign.,222,en,False,False,False
doc_004299,Sci/Tech,"New iMacs take design cues from iPod. Apple Computer #39;s new line of iMacs, which goes on sale later this month, gives the company #39;s diehard fans several reasons to upgrade, including a big speed boost and more affordable prices.",235,en,False,False,False
doc_001156,Sports,"GOLF: Woods-Mickelson not dream team. Tiger Woods paired with Phil Mickelson. A dream team in golf gloves. Together, they would lead the charge at the Ryder Cup, carry the United States into an early lead, discourage the Europeans, ignite the home crowd.",254,en,False,False,False
doc_000820,Sci/Tech,Wireless computer networks could soon be running 10 times faster than they do now.,82,en,False,False,True
doc_002450,Sci/Tech,"IBM buys content integration vendor. To help its customers get a handle on all the data scattered across their enterprises, IBM Thursday announced plans to acquire Venetica, a privately held company that makes content integration software.",239,en,False,False,False
doc_000021,Sci/Tech,MSN #39;s download service expanding. Microsoft #39;s has launched its MSN music download service in eight more European countries as the software giant bids to takes on Apple #39;s market leading iTunes.,204,en,False,False,False
doc_000200,World,"U.S.-Japanese deal on beef imports called election ploy by Canadian cattlemen (Canadian Press). Canadian Press - TOKYO (CP) - U.S. and Japanese negotiators struck a deal Saturday to allow limited imports of U.S. beef into Japan but a Canadian beef industry spokesman called it a rehash of previous agreements and ""election hype.""",329,en,False,False,False
doc_002019,Sports,"Giants and Lions Show Rebuilding Is Relative. In Giants Coach Tom Coughlin's view, he and Detroit Coach Steve Mariucci's teams are in the same boat; Mariucci has simply been steering his for one season longer.",209,en,False,False,False
doc_001637,World,Militants film #39;spy #39; beheading. AN Iraqi militant group has posted a video on its website showing the beheading of a man it accused of being a spy recruited by US forces in the northern city of Mosul.,207,en,False,False,False
doc_004590,Sports,"UNDATED: points each.. Tina Thompson scored 27 points and Sheryl Swoopes added 15 for Houston, which ended a four-game losing streak and kept its playoff hopes.",160,en,False,False,False
doc_003880,World,British Hostage's Family Appeals to Blair to Save Him (Reuters). Reuters - The family of a British hostage threatened with execution in Iraq made a desperate appeal to Prime Minister Tony Blair on Tuesday to meet kidnappers' demands and save his life.,251,en,False,False,False
doc_000958,Sci/Tech,"Sony PSP Pushed Back to June 2005?. August 18, 2004 - CNN #39;s latest Game Over column suggests that Sony may delay the US release of the PSP to June 2005: Activision CEO Bobby Kotick told investors yesterday that his company does not expect the PSP to launch in North America until the second ...",298,en,False,False,False
doc_004965,Sports,"Sorry Homecomings. Navy has lost its last five homecoming games, including a 21-17 loss to Division I-AA Delaware last season.",126,en,False,False,False
doc_002294,Sports,"Judge convicts Juventus doctor, acquits team chairman in doping ... . A Juventus team doctor was convicted Friday for administering banned substances to players on the famed Italian soccer team during the 1990s.",211,en,False,True,False
doc_005663,Sports,Soccer: Frei winner plunges Marseille into more gloom. PARIS : Swiss striker Alexander Frei returned to haunt Marseille on when he scored the winner in Rennes #39; 1-0 win which sent the French giants tumbling into midtable and their fans calling for the resignation of president Christophe Bouchet.,299,en,False,False,False
doc_005015,Business,"A Matter of Trust (Forbes.com). Forbes.com - There is more to corporate performance than what you see in the earnings reports. Could an investor have anticipated the trouble at companies like Enron, Adelphia, WorldCom and Tyco by looking more closely at how they were governed and how they kept their books? Their problems, to be sure, are far more visible in hindsight, but nonetheless each left telltale signs that all was not well. Robust reported earnings growth at both Enron and WorldCom was not supported by hard cash. The Adelphia board was stacked with company insiders who turned a blind eye to self-dealing by company executives. ...",644,en,False,False,False
doc_002097,Sci/Tech,Now there #39;s something else for airline passengers to worry about -- the safety of their drinking water. New tests show nearly one of out every eight passenger airliners flying in the United States has drinking,213,en,False,False,True
doc_005485,Business,"Nortel cutting 950 jobs in Canada, mostly in Ottawa, among total ... . TORONTO (CP) - Nortel Networks gave details of previously announced job cuts Thursday, saying it is cutting 950 jobs in Canada - almost 10 per cent of its workforce in this country-and 1,400 in the United States among a total of 3,250 to be eliminated",322,en,False,True,False
doc_002377,Business,"Two-newspaper group retains union backing. Union members from Seattle #39;s two feuding daily newspapers voted yesterday to retain their local #39;s association with a citizens #39; group that is seeking to thwart moves by The Seattle Times that could lead to a shutdown of its rival, the Seattle Post",301,en,False,False,False
doc_003179,Sports,Why Robson is right man for the job. Jeremy Peace researched the subject of Bryan Robson to such an extent that the West Bromwich Albion chairman would have no problems writing a detailed biography of his new manager.,217,en,False,False,False
doc_001519,World,UN warns of hunger in Bangladesh. The UN says Bangladeshi children and women face acute malnutrition after the worst floods for years.,134,en,False,False,False
doc_001966,World,"Berlusconi says he won #39;t get convicted. Italian Prime Minister Silvio Berlusconi says he is confident a court will not convict him on charges of bribing judges. quot;I don #39;t think there will be a conviction, quot; he said at the presentation",249,en,False,False,False
doc_000119,Sci/Tech,"Krill decline raises concern for Antarctics food chain. the heart of the rich Antarctic food chain that nourishes whales, seals and penguins -ave declined by more than 80 percent in the past 25 years in key ocean regions, according",231,en,False,False,False
doc_004622,Sports,"Novak cruises into next round. SECOND-seeded Jiri Novak cruised into the ATP Shanghai Open quarterfinals with a 6-4 6-7 (5) 6-1, victory today over Melle Van Gemerden of the Netherlands.",186,en,False,False,False
doc_002950,Sports,Ogden Signs 7-Year Contract With Ravens (AP). AP - All-Pro left tackle Jonathan Ogden signed a new seven-year contract Thursday with the Baltimore Ravens.,154,en,False,False,False
doc_001475,World,"Hurricane Ivan Heads to Cuba. GEORGE TOWN, Cayman Islands - Hurricane Ivan pummeled the Cayman Islands with fierce winds that ripped off roofs and floodwaters that swamped homes, then strengthened to an extremely dangerous Category 5 storm as it headed for western Cuba on Monday. The hurricane, one of the strongest on record to hit the region, has killed at least 65 people across the Caribbean and threatens millions more people in its projected path...",456,en,False,False,False
doc_000044,World,Edwards Calls for Crackdown on Meth Labs (AP). AP - Democratic vice presidential nominee John Edwards called Monday for tighter restrictions on the sale of nonprescription cold medicines that could be used to make methamphetamine.,230,en,False,False,False
doc_002635,Sci/Tech,"Next week, the Wi-Fi Alliance will release Wi-Fi Multimedia, or WMM, an interim standard that will provide early quality-of-service functionality for multimedia equipment based on the emerging 802.",197,en,False,False,True
doc_002165,Business,"Update 3: AP: CNNfn Will Shut Down After 9 Years. CNN will shut down its struggling CNNfn financial news network in mid-December, giving up its attempt after nine years to compete in a market dominated by CNBC.",210,en,False,False,False
doc_000386,Sports,Sanders Nears Return. Ravens defensive back Deion Sanders appears close to returning for Sunday's game against the New York Giants.,131,en,False,False,False
doc_004045,Sci/Tech,"Deep in the Arctic, clues on warming. PROVIDENCE, RI - Scientists believe a 50-million-year record of the Earth #39;s climate lies in an underwater mountain chain in the ice-clogged waters near the North Pole.",209,en,False,False,False
doc_003142,Business,"Stocks Begin Quarter With Solid Gains. NEW YORK, Oct. 1 -- Stocks kicked off the fourth quarter with a solid rally on Friday as investors bet the market would shake off continued uncertainty about the election, the war in Iraq and high energy prices to stage its traditional fourth-quarter surge.",296,en,False,False,False
doc_005369,World,"On Tape, Abducted Reporter Says He's OK (AP). journalist abducted by militants in Iraq and threatened with death said in a video aired Friday that his captors were treating him well, while an Italian journalist also was reported missing in the war-torn country.",261,en,False,False,True
doc_004283,Sports,14 -- The Phoenix Suns continued to blaze brightly as they beat Orlando Magic 121-100 and kept their leading position at the NBA.,129,en,False,False,True
doc_003777,Sci/Tech,Personal Solar Panels Could Help Power Mobile Devices. Mobile phone users left talking to themselves when their battery runs out in the middle of a call could soon see an end to their frustration as scientists perfect a way to recharge electrical equipment while on the move.,275,en,False,False,False
doc_005476,Business,"plant workers reach tentative deal. -- Representatives for about 1,300 United Auto Workers members at DaimlerChrysler AG #39;s Detroit Diesel engine manufacturing plant reached a tentative agreement Wednesday, one day after going",229,en,False,False,True
doc_002320,Sci/Tech,Saudi to fight terrorists with prayers. Saudi Arabia said Friday it has advised the nation #39;s imams they should condemn terrorism and terrorists in prayers during the holy fasting month of Ramadan.,200,en,False,False,False
doc_002414,World,"Britain Withdraws Iraq Weapons Claims (AP). AP - Foreign Secretary Jack Straw on Tuesday said British spy masters have formally withdrawn the intelligence that Iraqi troops could deploy some chemical and biological weapons on 45 minutes notice, information used as a rationale for joining the U.S.-led war in Iraq.",314,en,False,False,False
doc_000004,Business,"Stocks Seen Flat as Nortel and Oil Weigh. stocks were set to open near unchanged on Thursday after a warning from technology bellwether Nortel Networks Corp. NT.N dimmed hopes, while stubbornly high oil prices also weighed on sentiment.",236,en,False,True,True
doc_001961,Business,"Oil Losses Ease on Iraq Pipeline Attack. LONDON (Reuters) - Oil prices rose on Friday, stemming five days of heavy losses as fresh sabotage attacks on Iraqi oil infrastructure renewed concern over the country's supplies, despite a peace deal in Najaf",250,en,False,False,False
doc_002150,Sci/Tech,"Sony #39;s Major Strategic Shift: MP3 Format Support. Support for MP3 will first appear in solid state players based on flash memory Sony plans to release this year. Sony has long insisted its digital music players support only its proprietary ATRAC format, but",261,en,False,False,False
doc_000580,Sports,"Nagpur: Batting maestro Sachin Tendulkar today said he was not rushing his comeback to cricket and that with more than a decade #39;s experience, he was prepared to face all kinds of challenge the game could throw at him.",221,en,False,False,True
doc_000268,Sci/Tech,"Game publisher Acclaim on verge of bankruptcy?. Financially troubled game publisher Acclaim Entertainment was expected to file for Chapter 7 bankruptcy protection this week, after laying off more than 600 employees, according to sources closes to the company #39;s management.",276,en,False,False,False
doc_001135,World,Japan Protests Incursion by Nuclear Sub. Japan lodged a formal protest with the Chinese government on Friday after determining that an unidentified nuclear submarine that entered its territorial waters this week belonged to China.,230,en,False,False,False
doc_005500,Sports,"8 Kentucky Trounces Tennessee Tech (AP). AP - Kelenna Azubuike emerged from a season-long shooting slump, scoring 21 points and No. 8 Kentucky beat Tennessee Tech 92-63 on Tuesday night.",186,en,False,False,True
doc_003706,Sci/Tech,"Video game fans eagerly await Halo 2 #39;s release. The video game Halo 2 is expected to gross $75 million US in sales over the next 24 hours, with a quot;midnight madness quot; release similar to the opening of a blockbuster film.",231,en,False,False,False
doc_004857,Sports,"Paralympians warmly welcomed home. Britain #39;s Paralympians returned home to a warm welcome after arriving at Gatwick airport on Wednesday. Team GB finished second in the table, behind China, with 94 medals - 35 of which were gold.",233,en,False,False,False
doc_004423,Sports,"Astros, Marlins keep pressure on Cubs. The Chicago Cubs found a good way to make up for their poor hitting -- a shutdown pitching performance by Kerry Wood. Wood #39;s eight shutout innings made up for another listless performance by the Cubs #39; offense",255,en,False,False,False
doc_002389,Business,"ING ends link with Baring name. ING, the Dutch bank which bought Baring in 1995 for 1 after rogue trader Nick Leeson ran up losses of more than 800m, ending its use of the Baring name.",184,en,False,False,False
doc_002886,Sci/Tech,SpaceShipOne Wins $10M Prize for Trip to Space. A stubby rocket plane powered its rockets and appeared to blast through the Earth's atmosphere for a second time in two weeks Monday to capture a $10 million prize meant to encourage space tourism.,245,en,False,False,False
doc_002319,Business,"Orange County, Indiana still ready for Trump casino. A southern Indiana county is keeping its hopes up for an economic revival led by Donald Trump #39;s casino even though his casino company has filed for bankruptcy protection.",227,en,False,False,False
doc_001540,Sci/Tech,Is That a Pilot in Your Pocket?. Researchers coax cells in a petri dish into learning to guide a plane. The project should lead to a better understanding of how the brain works.,177,en,False,False,True
doc_003854,Business,"Stocks Headed Lower; Oil Holds Above $55. stock futures pointed to a lower market open on Wednesday as investors appear to be pulling back after Tuesday's rally, with oil prices holding above $55 a barrel.",205,en,False,False,True
doc_004727,Sci/Tech,"Supercomputers: The fastest in the land. IBM #39;s Blue Gene/L takes the top prize, proving it #39;s not the size of your computer, but the number of teraflops. In the computing drag-race, IBM #39;s new Blue Gene/L is greased lightning.",236,en,False,False,False
doc_000714,Business,Treasuries prices were sucked lower on Monday as speculators took advantage of a vacuum of economic news to test the bearish side of recent tight trading ranges.,161,en,False,False,True
doc_004265,Sci/Tech,"Three Years Since. I left work on September 10th at 9:00 PM. An hour before, my coworker was getting nervous. She was leaving on a trip to Italy on the 12th and wanted to meet me at 8:30 AM on the 11th to go over what projects of hers I needed to steer in her absence. I rolled my eyes and complained that no one schedules meetings at 8:30 in the morning, and convinced her to postpone the meeting to 10:00 AM.",410,en,False,False,False
doc_001513,Sci/Tech,"Microsoft MSN Desktop Search Is Out In Beta. Microsoft MSN Desktop Search Is Out In Beta As expected, Microsoft has finally released a beta of their Desktop Search software. It is integrated with their Browser Toolbar set and is now labeled MSN Toolbar Suite Beta. The download size is huge compared to Google Desktop Search at 4.8megs and you would ...",353,en,False,False,False
doc_004127,Business,Circulation scandal cost grows for Tribune Co. The cost of a circulation scandal at Tribune Co. #39;s Newsday and Hoy newspapers could be almost $100 million. The Chicago-based company said Friday it would take a charge of $45 million to $60 million this quarter on top of $35 million set aside in June.,303,en,False,False,False
doc_004881,Sports,"Villanova snaps Penn's winning streak. Marvin Burroughs and Terry Butler each scored touchdowns and Villanova held off a late Penn rally last night to defeat the Quakers, 16-13, in Philadelphia.",194,en,False,False,False
doc_002390,Sci/Tech,"Macheads alive and reading. Mac fans, known for their devotion to buying the latest and greatest from Apple Computer, are also apparently interested in themselves as well.",171,en,False,False,False
doc_003909,Business,"Update 1: New York Foreign Exchange. The search giants have tried localizing, but with fair success. Here #39;s a model that could work better. A new book shows how a change of ownership brought new life to the Boston Red Sox franchise.",236,en,False,False,False
doc_005194,Sports,"White pays for harsh words. THERE are times when the game is truly worth the candle, when you are in the stadium and conscious of the privilege. It was like that at Lansdowne Road yesterday as Ireland produced one of their great performances",241,en,False,False,False
doc_001909,World,Greens leader astounded at content of debate. Australian Greens leader Bob Brown says he is astounded issues like the environment and rural and regional Australia did not rate a mention in last night #39;s debate between the Prime Minister and the Opposition leader.,266,en,False,False,False
doc_000662,Sports,Hoosiers pull off the upset. -- Matt LoVecchio threw for a touchdown and BenJarvus Green-Ellis ran for 91 yards and another score to lead Indiana to a 30-24 upset of No.,169,en,False,False,True
doc_003813,World,"Mobile gaming takes off in India. Gaming on the move is one of the fastest-growing activities amongst the tech-savvy in India, says a report.",141,en,False,False,False
doc_001073,Business,OPEC Projects Big Winter Oil Stockbuild. LONDON (Reuters) - The OPEC cartel on Thursday revised down its expectations of oil demand growth for next year and projected a rare big winter stockbuild if the group keeps producing at current levels.,243,en,False,False,False
doc_004550,World,Passenger Cat Stevens to Be Deported. WASHINGTON - Homeland Security officials said Yusuf Islam - formerly known as singer Cat Stevens - will be deported Wednesday after being denied entry to the U.S. for being on a government watch list...,240,en,False,False,False
doc_002588,Business,Chiofaro to keep stake in towers. Chiofaro will hang onto partial ownership of the two International Place office towers under an agreement reached yesterday in his high-profile bankruptcy case.,194,en,False,False,True
doc_003339,Sci/Tech,Opera to launch browser for Windows Mobile. Move signals a shift in strategy for company that competes against Microsoft's Internet Explorer browser.,149,en,False,False,False
doc_003920,World,"Key Militant Suspect in Deadly US Consulate Bombing Arrested. Consulate in Karachi two years ago, but another key member of his network remains at large, a senior official said Thursday. Naveed-ul Hassan was detained Wednesday at a clothing shop he had been running for",269,en,False,False,False
doc_005281,Sports,Seminoles Finally Fall Off Upset #39;s Edge. The Maryland offense finally found its rhythm. Its fans found the field. The unranked Terrapins (4-4) dominated No. 5 Florida State #39;s ninthranked defense and held off the,219,en,False,False,False
doc_002025,Sports,"GOLF ROUNDUP: Singh leads Woods, close to top spot. Singh shot 68 to widen his lead over Tiger Woods at the Deutsche Bank Championship, putting him one round from his sixth victory of the year and the No.",204,en,False,False,False
doc_001081,Sports,"Bernie still maintains claim on centerfield. Regardless of what he may have told Carlos Beltran when their paths crossed last May, Bernie Williams made it clear yesterday that he won #39;t be conceding centerfield until the Yankees tell him to do so.",250,en,False,False,False
doc_003964,Sports,Rivera Says He Plans to Return for Game 1 (AP). AP - Yankees closer Mariano Rivera said he plans to return from a family funeral in Panama on Tuesday in time for Game 1 of the AL championship series against Boston. Rivera flew home to comfort relatives after two members of his wife's family were electrocuted in his pool. The ALCS begins Tuesday night at Yankee Stadium.,371,en,False,False,False
doc_004185,Sci/Tech,"IBM, AMD develop new use of strained silicon. IBM and Advanced Micro Devices(AMD) have jointly developed a new method for implementing strained silicon technology on both positive and negative transistors, the companies are expected to announce Monday.",252,en,False,False,False
doc_002855,Business,"Australian Media Giant Posts Earnings Jump. Australian media empire Publishing amp; Broadcasting Ltd. reported Thursday a 75 percent jump in earnings for the fiscal year ending June 30, thanks to a strong economy and a rebound in advertising revenue.",250,en,False,False,False
doc_002473,Sports,Greek Prosecutors Expected to Rule on Olympic Pair. Greek prosecutors are expected on Wednesday to announce results of an investigation into whether the country #39;s top sprinters faked a road accident in a doping scandal that rocked Greece and plagued the Athens Olympics.,274,en,False,False,False
doc_004095,World,Some 100 former soldiers who helped lead a revolt against ousted Haitian President Jean-Bertrand Aristide seized his abandoned residence on Wednesday and said they would make it their headquarters.,197,en,False,False,True
doc_001352,Sci/Tech,"To some Britons, especially those 50 and older, it #39;s a word forged from #39;spiced #39; and #39;ham #39; to represent, quot;pink, chopped ham and pork rammed into square tins, quot; as the UK #39;s The Guardian story describes it.",234,en,False,False,True
doc_003974,Business,Oil Retreat Deepens Ahead of U.S. Reuters - Oil prices extended recent heavy losses on Wednesday ahead of weekly U.S. data expected to show fuel stocks rising in time for peak winter demand.,190,en,False,False,True
doc_005012,Business,"Salvation Army donations are down. Charles Burnett was ringing a bell in front of the Wal-Mart in Fairmount. It was Burnetts first day, but the Salvation Army has stationed volunteers by red kettles for more than a hundred years.",229,en,False,False,False
doc_000416,World,Arson eyed at Dutch mosque. THE HAGUE -- A mosque in the Netherlands' southeast was destroyed by fire yesterday in what seemed to be the latest suspected attack against an Islamic site since the killing of a Dutch filmmaker critical of Islamic fundamentalism.,259,en,False,False,True
doc_001918,Sci/Tech,"Breaking: markets react to Fed decision . After Merger, Gradual Changes (washingtonpost.com). washingtonpost.com - Cell phone shoppers looking for new deals and features didn't find them yesterday, a day after Sprint Corp. and Nextel Communications Inc. announced a merger that the phone companies promised would shake up the wireless business.",344,en,True,False,False
doc_005180,Sci/Tech,"Silicon Still Rocks the House (washingtonpost.com). washingtonpost.com - The Internet may have forever changed the music business, but online downloads will keep playing second fiddle to compact discs for at least the next five years.",234,en,False,False,False
doc_000308,World,"US Seals Off Iraq #39;s Falluja, Air Raids Kill Three. The US military blocked roads round Iraq #39;s rebel-held city of Falluja on Friday after mounting air strikes overnight that local hospital sources said killed three people.",229,en,False,False,False
doc_001304,World,"al-Qaida Tip Boosts Security in Honduras (AP). AP - Honduras tightened security at foreign embassies and declared a national terror alert after receiving information that al-Qaida was trying to recruit Hondurans to attack embassies of the United States, Britain, Spain and El Salvador, a government official said Sunday.",320,en,False,False,False
doc_005857,Sports,"Indians Come Back to Beat Tigers 7-6 (AP). AP - Jhonny Peralta's two-run double keyed Cleveland's five-run seventh inning, and the Indians rallied to defeat the Detroit Tigers 7-6 on Wednesday night.",199,en,False,False,True
doc_000792,Sports,"Yankees Put Twins on Brink of Elimination. Backed by Derek Jeter's three R.B.I.'s and a relentless offense, Kevin Brown threw six strong innings to lead the Yankees past the Minnesota Twins, 8-4.",195,en,False,False,False
doc_001759,Sci/Tech,Drug 'could boost malaria fight'. Scientists develop a synthetic version of a herb-based drug to treat malaria.,111,en,False,False,False
doc_000222,Sports,"A tall order awaits Williams but his dream is within reach. If Danny Williams did not fully appreciate the sheer size of Vitali Klitschko, he does now. After a series of eyeball-to-eyeball poses for the photographers at yesterday #39;s London press conference to announce",271,en,False,False,False
doc_005265,World,"US guard 'stomped' on Iraqis. A colleague testifies against the woman pictured in photos from Iraq's Abu Ghraib prison, Pte Lynndie England.",140,en,False,False,False
doc_003113,Sci/Tech,"Absentee Ballots by Email?. tordia writes quot;Bruce Schneier has come out against a plan proposed by the Missouri Secretary of State, Matt Blunt. Blunt #39;s proposal would allow quot;soldiers at remote duty stations or in combat areas cast their",247,en,False,False,False
doc_000368,Sci/Tech,"Red Hat Inc. on Saturday warned users of an e-mail scam designed to plant malicious code on users #39; systems. The malicious e-mail poses as a security update from the vendor, a technique",188,en,False,False,True
doc_002430,World,"Europe Routs U.S. to Start Ryder Cup Play. - The United States sent out its Dream Team for the first match of the Ryder Cup, and it was all downhill from there...",162,en,False,False,True
doc_000623,World,"Karzai win chance to cleanse government. overthrew the Taliban militia in late 2001 for refusing to handover al Qaeda leader Osama bin Laden. coalitions with main rivals, characterised as regional strongmen who rely on ethnic loyalties and private militias.",257,en,False,False,False
doc_002340,Business,"ARM shares tumble on deal for chip firm. LONDON ARM Holdings, a British semiconductor designer, said on Monday that it would buy Artisan Components for $913 million to broaden its product range.",194,en,False,False,False
doc_003712,Business,"PeopleSoft Denies Execs Visited Oracle. NEW YORK (Reuters) - PeopleSoft Inc. PSFT.O on Tuesday denied an analyst report that its executives recently met with Oracle Corp. ORCL.O , the rival software vendor that last year launched a hostile bid for PeopleSoft.",259,en,False,True,False
doc_000554,Sports,"Tennis Replay System Not Coming Anytime Soon. While all the buzz at the rainy US Open is about the need for instant replay, don #39;t hold your breath. Replay won #39;t be coming to an umpire chair near you anytime soon.",220,en,False,False,False
doc_004542,Business,"Malone to raise voting stake in News Corp. Liberty Media tycoon John Malone is planning to almost double his voting stake in Rupert Murdoch #39;s News Corporation, a move that will raise further questions about the future of the company.",237,en,False,False,False
doc_003194,Sports,"The baseball gods have a heart, and it showed Monday in the Boston Red Sox #39;s 14-inning, 5-4 victory against the New York Yankees that extended their American League Championship",181,en,False,False,True
doc_004195,World,"Yankees Rally to Win Game 2 Over Twins. NEW YORK - Alex Rodriguez hit a tying double in the 12th inning, then Derek Jeter dashed home on Hideki Matsui's sacrifice fly and the Yankees bailed out Mariano Rivera with another improbable postseason comeback, beating Minnesota 7-6 Wednesday night to even their series at a game apiece. The Yankees responded with a championship-caliber rally after falling behind in the 12th on Torii Hunter's home run...",449,en,False,False,False
doc_004932,Business,Bonds Slip as McTeer Counters Oil Rally (Reuters). Treasury prices eased on Tuesday as upbeat comments from a Federal Reserve Bank president balanced weaker-than-expected results from the U.S. services sector and record high crude oil prices.,242,en,False,False,True
doc_005654,World,Blast at Russian mine kills 13 in industry's latest disaster (AFP). AFP - A blast at a Siberian mine killed 13 men in the latest disaster to strike Russia's accident-prone industry that has been chronically short of funds following the Soviet collapse.,252,en,False,False,False
doc_001783,Sports,"Qualifying: Barrichello maintains the momentum. Ferraris Brazilian driver delighted his supporters with a pole position at his home race. At Renault, things seem low-key but the team is optimistic.",197,en,False,False,False
